run 3000000 # for 3ns
PPPM initialization ...
  using 12-bit tables for long-range coulomb (src/kspace.cpp:342)
  G vector (1/distance) = 0.23894965
  grid = 27 24 36
  stencil order = 5
  estimated absolute RMS force accuracy = 0.022319582
  estimated relative force accuracy = 6.7214757e-05
  using double precision KISS FFT
  3d grid and FFT values/proc = 3952 1296
Generated 19 of 36 mixed pair_coeff terms from geometric mixing rule
WARNING: Inconsistent image flags (src/domain.cpp:815)
Per MPI rank memory allocation (min/avg/max) = 9.241 | 9.267 | 9.329 Mbytes
   Step         PotEng          Temp          Press            Lx             Ly             Lz          Density         Volume    
    427000  -780756.8       297.43074      431.26784      51.277715      22.427236      74.689178      2.2493502      85893.855    
    428000  -780812.76      299.11142     -1297.8         51.295778      22.425094      74.875956      2.2431633      86130.76     
    429000  -780768.25      299.46434     -1079.3481      51.255611      22.451849      74.717043      2.2470149      85983.121    
    430000  -780816.22      301.41572     -831.42253      51.279119      22.426536      74.675749      2.2497633      85878.085    
    431000  -780823.05      298.06391      358.75506      51.297951      22.42526       74.753414      2.2467287      85994.076    
    432000  -780810.5       302.86544      18.088478      51.221257      22.451234      74.862325      2.2442199      86090.209    
    433000  -780657.96      297.17228     -1174.0641      51.193188      22.473499      74.922768      2.2414161      86197.9      
    434000  -780815.56      300.68785     -858.83731      51.232214      22.431373      74.686781      2.2510049      85830.714    
    435000  -780788.39      301.8928      -78.972135      51.187928      22.461989      74.754437      2.2478454      85951.355    
    436000  -780815.8       292.91306      909.40467      51.196692      22.437925      74.879755      2.2461055      86017.936    
    437000  -780768.72      297.77137      621.46087      51.233663      22.387561      74.937389      2.2478039      85952.943    
    438000  -780795.05      299.35329     -1067.6745      51.349387      22.400596      74.850667      2.24403        86097.493    
    439000  -780812.21      300.64583     -1167.6151      51.238828      22.475164      74.772516      2.2437533      86108.11     
    440000  -780900.67      300.77261      566.11873      51.180952      22.487597      74.75882       2.24546        86042.663    
    441000  -780813.06      299.6572       528.10415      51.087256      22.462247      74.882408      2.2484001      85930.152    
    442000  -780736.47      298.90306     -1360.1116      51.224897      22.454587      74.962134      2.2407379      86223.988    
    443000  -780715.67      300.01688     -167.28413      51.279024      22.43265       74.833698      2.244407       86083.03     
    444000  -780820.83      298.11119     -246.66473      51.190182      22.448018      74.919838      2.2441798      86091.746    
    445000  -780700.91      304.91774      296.86366      51.188374      22.447145      74.94154       2.2436965      86110.293    
    446000  -780743.68      301.32455      857.03048      51.173479      22.477066      74.709634      2.2483194      85933.236    
    447000  -780724.28      298.99256      256.65654      51.196768      22.400888      74.982878      2.2467218      85994.342    
    448000  -780883.28      296.08553     -1239.1751      51.260023      22.43495       74.7744        2.2467892      85991.761    
    449000  -780857.03      300.16047     -1350.5179      51.21891       22.447521      74.953757      2.2419558      86177.149    
    450000  -780714.58      295.42018      623.30645      51.148203      22.424683      74.99991       2.2459586      86023.563    
    451000  -780725.19      303.01232      530.48714      51.201571      22.424211      75.013187      2.2432676      86126.754    
    452000  -780804.64      304.47533     -976.08845      51.252356      22.413061      74.906576      2.2453508      86046.846    
    453000  -780778.63      301.58398      139.41249      51.172508      22.423007      74.860106      2.2492523      85897.591    
    454000  -780865.54      296.81814     -264.61647      51.114629      22.451835      74.795519      2.2508499      85836.624    
    455000  -780726.25      301.19809      1129.7025      51.141683      22.479893      74.704572      2.2495866      85884.827    
    456000  -780632.39      295.64222     -235.09179      51.152082      22.415306      74.9289        2.2488569      85912.698    
    457000  -780798.06      301.74626      1064.4847      51.140224      22.40218       74.994007      2.2487424      85917.072    
    458000  -780709.17      296.70671     -81.887814      51.230512      22.422895      74.84117       2.2472854      85972.774    
    459000  -780814.23      302.27728      530.93955      51.18231       22.452031      74.72285       2.2500399      85867.526    
    460000  -780626.69      297.90289     -1320.8651      51.264964      22.44142       74.909201      2.2418833      86179.934    
    461000  -780757.52      299.15977      822.40189      51.090219      22.435951      74.860407      2.2515662      85809.316    
    462000  -780889.96      302.54272      21.238713      51.176172      22.460923      74.687861      2.2504727      85851.012    
    463000  -780866.67      295.22225      350.083        51.227294      22.410049      74.873731      2.2477369      85955.504    
    464000  -780796.92      300.21732      719.91422      51.236724      22.414237      74.765594      2.2501531      85863.207    
    465000  -780779.25      297.48814      223.70188      51.174959      22.435582      74.918828      2.246122       86017.304    
    466000  -780972.06      304.03472     -1253.2077      51.173543      22.425446      74.922147      2.2470999      85979.872    
    467000  -780860.99      301.76876      515.83295      51.253232      22.413619      74.789157      2.2487817      85915.571    
    468000  -780846.19      299.83855      360.34728      51.096675      22.490266      74.757524      2.2489356      85909.689    
    469000  -780840.8       302.37888      831.95091      51.137723      22.404104      74.952946      2.2498911      85873.204    
    470000  -780681.87      298.43172      437.43053      51.113858      22.424705      74.88223       2.2509974      85831.001    
    471000  -780708.25      299.31934     -893.63759      51.280148      22.430272      74.711604      2.248264       85935.353    
    472000  -780928.5       299.48214     -503.91034      51.192782      22.446214      74.877688      2.2455096      86040.763    
    473000  -780784.71      292.31562     -107.35727      51.233788      22.424464      74.717925      2.2506907      85842.695    
    474000  -780765.7       299.96846     -486.03791      51.19736       22.414767      74.793762      2.2509819      85831.591    
    475000  -780755.66      299.23634     -634.04905      51.272414      22.433178      74.730956      2.2477296      85955.785    
    476000  -780720.71      301.13074      1720.7033      51.260478      22.39337       74.771641      2.2510241      85829.984    
    477000  -780836.47      300.73755      649.34257      51.235408      22.393762      74.885455      2.2486633      85920.093    
    478000  -780830.67      297.9634      -95.009341      51.116472      22.443492      74.959472      2.2466807      85995.913    
    479000  -780659.31      298.6688      -209.44808      51.164444      22.408699      74.845742      2.2514752      85812.786    
    480000  -780728.37      303.93246      975.80806      51.08406       22.438195      74.941254      2.2491835      85900.222    
    481000  -780812.63      303.01484     -575.92586      51.175017      22.448429      74.952213      2.2438342      86105.008    
    482000  -780987.53      296.82447      198.42979      51.184358      22.416053      74.842553      2.2499567      85870.699    
    483000  -780709.23      302.27804      540.24085      51.268921      22.384329      74.881612      2.2482558      85935.664    
    484000  -780764.28      303.62777     -357.50014      51.18673       22.426069      74.907535      2.2468968      85987.642    
    485000  -780722.33      302.16326     -5.3558012      51.224089      22.428193      74.904286      2.2451428      86054.819    
    486000  -780825.42      291.62572      848.71249      51.2149        22.414259      74.802395      2.2500022      85868.964    
    487000  -780731.5       300.23512     -42.20629       51.1856        22.446666      74.741864      2.2498605      85874.373    
    488000  -780646.97      296.53621      608.63045      51.187994      22.431424      74.794903      2.2496876      85880.973    
    489000  -780635.4       301.07717     -115.84676      51.192734      22.486137      74.744416      2.2455216      86040.302    
    490000  -780753.15      292.45825      1790.6636      51.17987       22.396757      74.922338      2.2496944      85880.712    
    491000  -780813.98      296.24797     -753.4587       51.153114      22.402394      75.002329      2.2479048      85949.086    
    492000  -780698.23      304.05584      40.297065      51.110983      22.423315      74.953521      2.2491224      85902.555    
    493000  -780773.5       299.63438     -748.01769      51.223505      22.430388      74.847923      2.2466392      85997.5      
    494000  -780811.64      301.60364      1497.3834      51.144551      22.439293      74.763192      2.2517636      85801.796    
    495000  -780754.47      295.25441     -310.55394      51.243739      22.445954      74.754537      2.2469983      85983.758    
    496000  -780921.88      302.7597       91.208288      51.132661      22.446967      74.959951      2.2456073      86037.019    
    497000  -780814.24      297.73108      1494.089       51.178568      22.438426      74.719199      2.2516788      85805.026    
    498000  -780824.16      298.60415     -538.37362      51.181015      22.459626      74.762438      2.2481449      85939.906    
    499000  -780869.21      304.17288      1901.9788      51.171952      22.395666      74.86859       2.2517675      85801.646    
    500000  -780828.35      299.92288      95.363974      51.182664      22.47242       74.765713      2.2466942      85995.397    
    501000  -780826.31      296.86191     -12.564048      51.221132      22.419243      74.734743      2.2512644      85820.82     
    502000  -780818.11      299.6938       553.11828      51.155297      22.426785      74.718244      2.2539013      85720.418    
    503000  -780913.64      298.54937     -1265.5298      51.139536      22.431252      74.903058      2.248585       85923.083    
    504000  -780747.69      301.80938     -672.99576      51.18625       22.439481      74.865466      2.2468367      85989.944    
    505000  -780697.48      299.77683     -214.97952      51.178242      22.460844      74.853145      2.2454205      86044.178    
    506000  -780976.36      302.96636      1125.3401      51.139919      22.43906       74.612456      2.2565406      85620.158    
    507000  -780870.46      302.64381      77.282201      51.189544      22.429604      74.787482      2.2500252      85868.086    
    508000  -780823.56      295.59049     -428.39562      51.236599      22.460745      74.643428      2.2491745      85900.566    
    509000  -780685.38      297.30551     -30.527242      51.190813      22.439063      74.767593      2.2496193      85883.581    
    510000  -780860.03      304.05041      250.65068      51.194092      22.447907      74.803593      2.2475067      85964.307    
    511000  -780743.33      299.65879     -121.19391      51.192223      22.474526      74.695786      2.2481668      85939.066    
    512000  -780639.71      298.2066       162.54183      51.150657      22.469722      74.75421       2.2487159      85918.084    
    513000  -780906.72      298.13004     -62.617262      51.134624      22.417084      74.898773      2.2503511      85855.65     
    514000  -780791.28      305.0981      -125.43914      51.157214      22.437369      74.853969      2.2486689      85919.879    
    515000  -780858.55      303.32478      173.30618      51.123905      22.446241      74.882901      2.2483756      85931.088    
    516000  -780893.8       298.85968      1172.3268      51.169184      22.452923      74.745582      2.2498432      85875.033    
    517000  -780690.25      305.28819      157.69773      51.172079      22.447967      74.776008      2.249297       85895.886    
    518000  -780869.09      304.44161     -995.80703      51.197059      22.450116      74.781403      2.2478222      85952.243    
    519000  -780788.23      298.46581      874.94009      51.184496      22.415467      74.890119      2.2485805      85923.258    
    520000  -780724.91      301.19633     -69.436309      51.254093      22.440217      74.812279      2.2453843      86045.564    
    521000  -780806.47      304.54655      667.07631      51.232221      22.429724      74.771401      2.2486224      85921.655    
    522000  -780788.24      299.86623     -762.3424       51.179366      22.437453      74.772086      2.2501487      85863.373    
    523000  -780734.99      302.1217       1041.2981      51.215492      22.43089       74.706595      2.2511911      85823.615    
    524000  -780759.75      301.90612     -627.71079      51.146775      22.479365      74.955315      2.2418907      86179.651    
    525000  -780773.79      298.26568      405.81569      51.105548      22.43762       74.857811      2.2508016      85838.467    
    526000  -780832.05      298.73063     -204.86869      51.121878      22.462155      74.799305      2.2493829      85892.607    
    527000  -780662.58      299.85215      153.88415      51.258585      22.427527      74.779091      2.2474549      85966.291    
    528000  -780744.72      302.81352     -536.34357      51.220613      22.432654      74.941662      2.2437291      86109.041    
    529000  -780842.95      293.06502     -136.60737      51.272234      22.460899      74.705522      2.2457276      86032.409    
    530000  -780919.1       300.6922      -74.766376      51.193826      22.391929      74.895988      2.2503575      85855.408    
    531000  -780870.11      306.36937      1890.9232      51.203159      22.390698      74.933747      2.2489372      85909.63     
    532000  -780825.04      301.88143      402.8437       51.190957      22.430434      74.856865      2.2477946      85953.299    
    533000  -780840.32      298.43926      243.68872      51.18924       22.411345      74.925966      2.2477097      85956.546    
    534000  -780873.12      302.42732     -970.42103      51.260512      22.407216      74.992945      2.242993       86137.297    
    535000  -780823.2       297.15979     -725.20715      51.226158      22.440811      74.984096      2.2414016      86198.456    
    536000  -780727.42      301.18449      46.918577      51.270029      22.419582      74.884957      2.2445718      86076.712    
    537000  -780764.43      296.38511      527.95742      51.172586      22.426876      74.91499       2.2472133      85975.532    
    538000  -780922.23      302.57946      394.70251      51.154584      22.444965      74.8784        2.24729        85972.599    
    539000  -780921.08      301.524       -898.35057      51.209491      22.445908      74.899919      2.2441412      86093.226    
    540000  -780742.45      297.21807     -798.7767       51.230227      22.437052      74.803106      2.2470228      85982.822    
    541000  -780839.06      300.37612     -295.6864       51.105104      22.461381      75.0524        2.2426105      86151.99     
    542000  -780834.55      296.38595      300.25251      51.161152      22.420692      75.117439      2.242276       86164.842    
    543000  -780765.22      296.3714       1541.1478      51.152734      22.43962       74.89493       2.2474105      85967.99     
    544000  -780752.5       297.81336      487.94147      51.176778      22.419736      74.972856      2.24601        86021.595    
    545000  -780916.78      300.54528     -669.96787      51.126421      22.425957      74.966572      2.2477869      85953.591    
    546000  -780907.86      302.25984      1059.2375      51.078467      22.43771       75.160628      2.2429128      86140.381    
    547000  -780831.84      300.93056      542.85722      51.082347      22.452621      74.975223      2.2467953      85991.526    
    548000  -780795.41      300.80004     -2085.1105      51.166748      22.471388      75.029597      2.2395917      86268.117    
    549000  -780907.57      302.23936     -727.15829      51.176914      22.423396      75.053954      2.2432109      86128.932    
    550000  -780813.77      302.58665      1038.154       51.115228      22.428838      75.081532      2.2445483      86077.611    
    551000  -780861.41      301.13851      152.04964      51.161054      22.431354      75.003401      2.2446222      86074.78     
    552000  -780875.79      301.55221     -344.79633      51.17582       22.428307      74.946993      2.2459684      86023.185    
    553000  -780875.56      296.06514     -311.45497      51.147977      22.428399      75.109261      2.242327       86162.884    
    554000  -780866.07      300.74132     -531.49722      51.156379      22.430185      75.000867      2.2450201      86059.524    
    555000  -780847.69      299.57222      262.71369      51.07038       22.470645      74.894333      2.2479445      85947.566    
    556000  -780789         300.92344      377.65488      51.085261      22.464453      74.919211      2.2471626      85977.47     
    557000  -780869.17      295.65398      1311.4496      51.148009      22.468841      74.852673      2.2459622      86023.423    
    558000  -780902.77      297.67388     -1138.8034      51.145424      22.421995      75.07993       2.2439557      86100.345    
    559000  -780948.18      297.61042     -1188.884       51.179352      22.461506      74.980961      2.2414782      86195.512    
    560000  -780926.12      302.30993      603.05242      51.114257      22.436197      74.990418      2.2465811      85999.726    
    561000  -780883.05      300.27446      342.66334      51.159136      22.455165      74.965322      2.2434651      86119.174    
    562000  -780812.15      298.85718     -718.46868      51.10695       22.44437       75.073737      2.2435913      86114.327    
    563000  -780853.58      298.09585     -343.05835      51.185008      22.445948      74.940525      2.2439941      86098.872    
    564000  -780833.11      300.30957      112.29604      51.172007      22.450704      75.016177      2.2418256      86182.154    
    565000  -781012.45      299.0923      -6.6265093      51.19909       22.464712      74.979942      2.2403247      86239.892    
    566000  -780925.86      301.67543      784.81818      51.09399       22.432745      75.138688      2.2433824      86122.346    
    567000  -781059.68      300.33833      591.584        51.186522      22.453092      74.89815       2.2444829      86080.122    
    568000  -780803.24      300.13365      218.83762      51.21073       22.429459      74.966094      2.2437503      86108.227    
    569000  -780922.29      299.21023      718.32275      51.070059      22.461409      74.998744      2.2457521      86031.472    
    570000  -780828.31      297.73386     -505.94698      51.259497      22.424166      74.768566      2.2480681      85942.839    
    571000  -780939.68      301.39655     -871.10238      51.094172      22.478712      75.060567      2.241117       86209.404    
    572000  -780801.11      301.79268     -256.86478      51.229041      22.448501      74.898125      2.2430794      86133.981    
    573000  -780871.24      299.18378     -70.356685      51.236158      22.424793      75.021912      2.2414345      86197.193    
    574000  -780891.08      300.04593     -1411.2712      51.204486      22.467323      75.003707      2.2391186      86286.343    
    575000  -780900.08      303.65038      1188.5559      51.206487      22.404856      74.837822      2.2502506      85859.487    
    576000  -780896.66      301.44157     -972.29382      51.154093      22.477822      74.791038      2.2466478      85997.172    
    577000  -780840         303.25873     -915.97004      51.209356      22.432142      75.066108      2.240553       86231.106    
    578000  -780651.24      296.7062      -534.01387      51.171657      22.431318      75.104472      2.2411407      86208.493    
    579000  -780838.87      300.85911      68.686863      51.181288      22.447205      74.971641      2.2431002      86133.184    
    580000  -780878.89      298.51977      978.12994      51.144062      22.419282      75.138201      2.2425465      86154.447    
    581000  -780902.4       299.6315       885.25529      51.201235      22.432693      74.786859      2.2492205      85898.808    
    582000  -780897.95      300.19241     -734.91575      51.187847      22.468224      74.850352      2.2443455      86085.389    
    583000  -780777.83      299.95257      820.42016      51.171952      22.442384      74.868578      2.2470804      85980.617    
    584000  -780919.98      307.8147      -719.62127      51.139427      22.460882      74.941297      2.2444777      86080.32     
    585000  -780900.95      299.85666      598.79147      51.263043      22.43367       74.821896      2.2453589      86046.539    
    586000  -780953.72      299.09145      1332.1503      51.165372      22.437194      74.857124      2.2482332      85936.529    
    587000  -780974.63      300.63712      1040.7086      51.266254      22.401017      74.958547      2.2443918      86083.614    
    588000  -780804.9       299.47627     -791.73214      51.197723      22.481779      74.936162      2.2399916      86252.714    
    589000  -780870.03      300.63468     -12.051209      51.23794       22.442565      74.954323      2.2416012      86190.783    
    590000  -780754.17      298.13161      1386.92        51.153362      22.440244      74.840842      2.2489446      85909.347    
    591000  -780928.39      302.87612      1325.1205      51.224781      22.437987      74.746305      2.2488756      85911.982    
    592000  -780925.96      303.13265      117.77468      51.165123      22.43251       74.757637      2.2517061      85803.987    
    593000  -780981.37      300.65325     -1001.3589      51.231969      22.426055      74.982929      2.2426569      86150.209    
    594000  -781026.5       298.39513     -922.72177      51.319685      22.423198      74.775931      2.2453074      86048.51     
    595000  -780927.53      301.58853      852.59012      51.158193      22.442645      74.963765      2.2448046      86067.785    
    596000  -780845.89      298.76632     -1213.3487      51.24343       22.438174      74.89588       2.2435489      86115.956    
    597000  -781028.96      301.33594     -232.88378      51.169596      22.468252      74.840641      2.2454346      86043.639    
    598000  -780942.92      299.28369      259.51515      51.067311      22.457513      74.92691       2.2484161      85929.539    
    599000  -780895.26      298.07663      881.82074      51.136193      22.435861      74.956809      2.2466579      85996.785    
    600000  -780831.99      300.33401     -144.14908      51.138998      22.465247      74.899744      2.2453054      86048.587    
    601000  -780929.95      302.17226     -187.91331      51.131943      22.429866      75.026431      2.2453596      86046.51     
    602000  -780889.29      296.98311     -437.47004      51.137816      22.424692      75.003019      2.2463207      86009.696    
    603000  -780845.41      303.2249       421.45206      51.136968      22.443901      75.071882      2.2423766      86160.977    
    604000  -780768.8       299.42109      362.70285      51.259647      22.439771      74.816393      2.2450622      86057.91     
    605000  -780867.31      296.85262     -539.73552      51.183571      22.45098       74.905586      2.2446006      86075.608    
    606000  -780960.44      301.89449      520.80377      51.097172      22.446063      74.996378      2.2461659      86015.623    
    607000  -780915.58      299.98291     -326.15193      51.161755      22.470299      74.865963      2.2448146      86067.403    
    608000  -780862.9       299.30183     -428.25329      51.122025      22.446807      75.052452      2.2433222      86124.658    
    609000  -780956.32      305.21248      945.85222      51.098809      22.444344      74.934271      2.2481278      85940.56     
    610000  -780870.73      296.63194      287.24738      51.210606      22.410082      74.855364      2.2490177      85906.553    
    611000  -780814.28      292.03711     -98.860811      51.110717      22.429607      75.049439      2.2456294      86036.175    
    612000  -780859.75      297.38573      539.36729      51.13735       22.449209      74.956779      2.2452722      86049.86     
    613000  -780884.46      294.22397      825.96732      51.179761      22.454897      74.833161      2.2465483      86000.983    
    614000  -780871.63      299.74417     -1847.3565      51.243788      22.442618      74.85163       2.244415       86082.726    
    615000  -780812.4       306.30356      1043.7408      51.107119      22.455874      74.965107      2.245684       86034.081    
    616000  -780922.7       300.43886     -365.0765       51.174684      22.463134      74.96965       2.2418584      86180.894    
    617000  -780767.94      298.59895      901.58023      51.145449      22.433716      74.993524      2.2453663      86046.254    
    618000  -780816.93      300.90391     -105.02091      51.168679      22.418209      74.968607      2.2466458      85997.247    
    619000  -781025.97      300.30245     -993.57826      51.199772      22.429476      75.004105      2.2430915      86133.518    
    620000  -780864.49      302.13666     -499.33834      51.112884      22.473351      75.006218      2.2424546      86157.979    
    621000  -780860.15      302.86419      415.66747      51.158091      22.439265      74.942845      2.2457739      86030.637    
    622000  -780887.05      303.42901      843.20602      51.243728      22.393044      74.959661      2.2461446      86016.439    
    623000  -780907.42      298.68114      413.96607      51.178925      22.454683      74.78299       2.2481137      85941.098    
    624000  -780847.49      299.02539     -915.23106      51.215256      22.429592      74.842617      2.2472401      85974.505    
    625000  -780846.39      298.0629      -607.52706      51.148714      22.470587      74.852853      2.2457514      86031.499    
    626000  -780778.01      299.49588      671.43684      51.247945      22.445573      74.746145      2.2471042      85979.707    
    627000  -781000.38      297.40535     -1609.6949      51.185091      22.45675       74.943365      2.2428261      86143.71     
    628000  -780952.48      299.21318     -494.58224      51.168509      22.437752      74.917089      2.2462401      86012.783    
    629000  -780896.03      297.26584      607.86552      51.183973      22.435489      74.956774      2.2445989      86075.673    
    630000  -780970         305.30367      273.63538      51.180646      22.457864      74.940132      2.2430064      86136.784    
    631000  -781004.95      302.20862      119.33139      51.133753      22.475106      74.79239       2.2477724      85954.146    
    632000  -780810.21      297.74055      578.03741      51.071026      22.478971      74.821676      2.2492655      85897.088    
    633000  -780700.72      301.62183     -272.76068      51.205064      22.445579      75.031652      2.2404277      86235.928    
    634000  -780790.37      297.56864     -1118.5403      51.236567      22.431704      75.038616      2.2402272      86243.646    
    635000  -780875.01      298.69784     -694.67534      51.152583      22.416959      75.12264       2.2428698      86142.031    
    636000  -781017.43      302.27266      960.98173      51.091026      22.434465      74.970793      2.2483645      85931.51     
    637000  -780931.36      304.05921      806.57575      51.225673      22.459852      74.878121      2.2426922      86148.854    
    638000  -780831.57      298.77857      1160.4553      51.173389      22.428907      74.955395      2.2457633      86031.041    
    639000  -780820.19      297.65733      229.5956       51.184272      22.439077      74.900247      2.2459207      86025.016    
    640000  -780942.46      298.08767      514.26966      51.112285      22.461942      74.96046       2.2449895      86060.695    
    641000  -780945.12      302.81873      1604.0841      51.140413      22.427388      75.013446      2.2456244      86036.364    
    642000  -780982.49      301.25653      350.25286      51.2025        22.398841      74.983214      2.2466654      85996.497    
    643000  -780956.95      303.06168     -435.58405      51.121095      22.452536      75.037377      2.2432412      86127.768    
    644000  -780824.77      297.10437     -442.66485      51.128668      22.442553      75.069579      2.2429441      86139.177    
    645000  -780878.51      296.78819      739.68624      51.236586      22.439106      74.975604      2.2413695      86199.69     
    646000  -780835.8       299.15122     -1099.7255      51.175769      22.459948      74.957524      2.2424915      86156.561    
    647000  -780940.1       297.30667     -573.33224      51.243974      22.4268        74.849983      2.2460393      86020.47     
    648000  -780912.54      300.22534     -2072.6603      51.204873      22.49446       74.894177      2.2396711      86265.059    
    649000  -780832.6       298.94218      784.50977      51.074915      22.502722      74.811943      2.2470127      85983.209    
    650000  -780929.23      302.08962      1706.4308      51.189189      22.412551      74.91766       2.2478401      85951.558    
    651000  -781065.95      305.51258      1470.6359      51.128219      22.445942      74.84749       2.2492796      85896.552    
    652000  -780984.6       302.09911     -421.43046      51.136352      22.441109      75.029126      2.2439606      86100.155    
    653000  -780861.21      297.62445     -518.42966      51.13458       22.464731      74.964867      2.2436002      86113.985    
    654000  -780802.82      299.49204     -37.733146      51.106616      22.443998      75.213617      2.2394705      86272.787    
    655000  -780904.47      301.93645      698.44921      51.102003      22.416997      75.038845      2.247593       85961.008    
    656000  -780868.91      298.37352     -719.22434      51.071508      22.436067      75.196125      2.2423237      86163.011    
    657000  -780817.28      299.95677      84.088036      51.218601      22.42993       75.019103      2.2417732      86184.168    
    658000  -780856.3       299.5568       173.22369      51.102743      22.417338      74.948269      2.2502425      85859.796    
    659000  -781015.6       307.54236     -641.42577      51.155128      22.434069      75.134596      2.240691       86225.792    
    660000  -780962.63      301.45884      275.83721      51.056611      22.452314      75.022283      2.2465485      86000.974    
    661000  -781047.4       299.19906      931.17331      51.123412      22.389611      75.122908      2.2468827      85988.183    
    662000  -780926.45      300.16215     -184.34705      51.216138      22.398509      75.007456      2.2453745      86045.94     
    663000  -780913.73      297.0884      -442.56596      51.090559      22.434716      75.17925       2.2421256      86170.622    
    664000  -780866.88      300.94382      1732.8257      51.100963      22.457485      75.078569      2.2423995      86160.098    
    665000  -780879.27      296.58533      1083.0413      51.149519      22.441755      74.976578      2.2448906      86064.487    
    666000  -780880.55      302.511        420.08161      51.125753      22.428968      75.003737      2.2464009      86006.625    
    667000  -780894.46      299.83111     -947.94679      51.172459      22.392542      75.277748      2.2398187      86259.374    
    668000  -780855.71      302.06456      985.15777      51.130262      22.458257      75.019956      2.2427884      86145.156    
    669000  -780881.08      297.60407     -442.63598      51.187045      22.456107      75.115361      2.2376692      86342.236    
    670000  -780954.52      304.3919       2049.0785      51.135747      22.444134      74.854508      2.2489186      85910.337    
    671000  -780941.64      298.30524     -1587.7183      51.233065      22.427924      75.151119      2.2374034      86352.491    
    672000  -780898.73      296.79861      702.59456      51.088846      22.428174      75.042405      2.2469449      85985.802    
    673000  -781070.36      297.92362      92.944525      51.032115      22.453321      75.115613      2.2447336      86070.507    
    674000  -780852.71      300.06345      829.80107      51.104075      22.456099      75.114668      2.2413236      86201.455    
    675000  -780836.25      295.45234     -85.221936      51.08912       22.450797      75.019492      2.2453542      86046.717    
    676000  -780960.34      302.79032     -412.35688      51.185784      22.443031      75.068521      2.2404252      86236.024    
    677000  -780779.83      303.96312      6.2424795      51.073762      22.43748       75.279263      2.2396074      86267.513    
    678000  -780731.64      301.9341       1248.1259      51.150138      22.448801      75.022713      2.2427788      86145.526    
    679000  -780906.71      300.53879     -813.58653      51.094299      22.462216      75.048054      2.2431313      86131.988    
    680000  -780870.44      303.26854      104.36511      51.188292      22.414651      74.913287      2.2478001      85953.086    
    681000  -780867.19      300.39258     -789.58743      51.190028      22.434576      74.957871      2.2443919      86083.61     
    682000  -780884.79      298.87093     -872.31554      51.168453      22.422655      75.122175      2.2416185      86190.117    
    683000  -780835.82      300.62044      427.84507      51.143322      22.429076      75.185284      2.2401959      86244.849    
    684000  -780959.93      301.16805      605.66634      51.043905      22.457496      75.025903      2.2464808      86003.564    
    685000  -781016.49      297.30468      163.08655      51.152638      22.45114       74.889077      2.2464371      86005.237    
    686000  -780804.6       301.68074     -513.65088      51.248178      22.433287      75.035705      2.2396485      86265.928    
    687000  -781075.88      297.69761      15.50251       51.197742      22.434441      74.930498      2.244887       86064.625    
    688000  -780915.12      302.00337     -2033.6086      51.266658      22.424742      74.940534      2.2425386      86154.752    
    689000  -780867.26      298.79637     -263.2712       51.226748      22.439741      74.990276      2.241298       86202.442    
    690000  -780767.87      303.03618      960.32598      51.193716      22.425101      75.103706      2.2408188      86220.876    
    691000  -780886.48      298.56174      317.53068      51.153666      22.429518      74.982924      2.2457432      86031.814    
    692000  -780908.21      298.59712     -78.719677      51.197076      22.418647      75.030464      2.2435047      86117.654    
    693000  -780934.93      301.92066      31.986432      51.113433      22.445346      75.078883      2.2430554      86134.902    
    694000  -780752.29      299.15074      732.30317      51.092412      22.458484      75.078018      2.2426914      86148.882    
    695000  -780902.67      304.43966     -91.64861       51.21228       22.424973      74.940776      2.2448894      86064.534    
    696000  -780822.41      301.55067      956.90476      51.177993      22.438255      74.993358      2.2434895      86118.236    
    697000  -780924.19      294.06024     -1460.8061      51.161466      22.501684      74.892465      2.2409029      86217.639    
    698000  -780913.33      300.32423      404.12926      51.094961      22.478772      74.883407      2.2463783      86007.488    
    699000  -780909.45      303.75757      115.40377      51.183292      22.459824      75.023108      2.2402142      86244.143    
    700000  -780926.66      298.03364     -963.71211      51.16334       22.436039      75.057631      2.2424318      86158.856    
    701000  -780838.45      302.47906     -19.670808      51.051537      22.451164      75.054438      2.2459243      86024.878    
    702000  -781033.4       302.07432      190.46411      51.157375      22.450336      74.980933      2.2435576      86115.621    
    703000  -780835.01      301.41554      737.52212      51.11673       22.453775      74.989187      2.2447506      86069.856    
    704000  -780841.28      299.23719     -905.18115      51.137977      22.46413       75.024888      2.2417164      86186.354    
    705000  -780833.75      300.19578     -760.07334      51.157597      22.445762      75.067691      2.2414117      86198.07     
    706000  -780857.19      301.30183      842.98416      51.166155      22.458973      75.017535      2.2412159      86205.599    
    707000  -780835.19      297.74072      102.22863      51.230271      22.445007      75.084406      2.237809       86336.839    
    708000  -780772.89      298.67934      256.46731      51.179546      22.467608      75.010512      2.2399781      86253.234    
    709000  -780739.64      296.48335     -1192.9932      51.246606      22.464544      74.993357      2.2378639      86334.723    
    710000  -780889.59      303.47736      480.3457       51.218088      22.421841      75.085525      2.2406206      86228.504    
    711000  -780909.94      300.5165      -1198.4205      51.215281      22.432184      75.095952      2.2393992      86275.534    
    712000  -780958.9       298.92942     -740.03193      51.194517      22.453399      75.057031      2.2393514      86277.376    
    713000  -780814.45      300.93395     -286.71682      51.218283      22.457282      74.986962      2.2400164      86251.762    
